City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,brisas de zicatela,15.8369,-97.0419,30.29,58,40,2.06,MX,1691543331
335,tarancon,40.0085,-3.0073,25.29,43,0,3.48,ES,1691543331
336,constitucion,-35.3333,-72.4167,12.4,68,100,1.55,CL,1691543156
337,banfora,10.6333,-4.7667,22.72,92,100,1.34,BF,1691543331
338,sungai penuh,-2.0833,101.3833,20.15,89,47,0.98,ID,1691543290
339,beroroha,-21.6667,45.1667,16.84,74,21,1.16,MG,1691543331
340,taulaga,-11.0553,-171.0883,27.78,78,34,5.52,AS,1691543331
341,okhotsk,59.3833,143.3,17.64,47,0,0.81,RU,1691542957
342,veraval,20.9,70.3667,26.8,86,100,7.65,IN,1691543332
343,acapulco de juarez,16.8634,-99.8901,29.45,83,12,4.14,MX,1691542789
344,tosontsengel,48.7567,98.2839,17.14,70,100,1.8,MN,1691543270
345,al fqih ben calah,32.5009,-6.6906,32.53,24,72,3.01,MA,1691543332
346,rakops,-21.0167,24.3333,12.2,36,1,3.49,BW,1691543332
347,jasper,37.2001,-94.3502,29.45,60,20,3.6,US,1691543207
348,antofagasta,-23.65,-70.4,16.6,76,46,2.6,CL,1691543127
349,papao,-17.75,-149.55,25.82,84,100,8.14,PF,1691542962
350,kavieng,-2.5744,150.7967,28.15,77,83,5.3,PG,1691543333
351,gornopravdinsk,60.05,69.9,15.99,84,100,2.36,RU,1691543333
352,lazaro cardenas,17.9583,-102.2,29.98,80,14,4.32,MX,1691542920
353,santana,-0.0583,-51.1817,27.1,100,40,4.12,BR,1691543333
354,pangoa,-12.1167,-73.0,22.26,80,59,1.14,PE,1691543333
355,tolanaro,-25.0319,46.9987,19.04,94,40,3.09,MG,1691542953
356,paracuru,-3.41,-39.0306,27.28,83,85,5.81,BR,1691543334
357,setakamachi-takayanagi,33.15,130.4667,30.59,70,100,7.8,JP,1691543334
358,santiago del torno,-17.9833,-63.3833,20.1,55,0,1.6,BO,1691543334
359,nogliki,51.8333,143.1667,16.39,74,95,3.3,RU,1691542692
360,aleksandrovsk-sakhalinskiy,50.8975,142.1561,20.46,58,100,1.55,RU,1691543334
361,nova sintra,14.8667,-24.7167,22.75,73,6,6.41,CV,1691543334
362,aripuana,-9.1667,-60.6333,26.95,51,3,0.97,BR,1691542947
